NAME	TITLE	SCORE	
XIST		5.910301	
TSIX		5.524017	
STMN2		3.4269598	
UNC13C		3.2428312	
GREB1		2.8693419	
PTPRZ1		2.7233007	
AADACL3		2.4888577	
TNFRSF11B		2.4582617	
TRDN		2.3100495	
GRIA1		2.139615	
CNTN6		2.1275556	
HEPHL1		2.0957155	
COL4A3		2.0583103	
CHIT1		2.0111535	
LINC00184		1.9793899	
GRM7		1.978628	
COL11A1		1.9205039	
COL4A4		1.8583995	
CCL18		1.8505746	
DRD1		1.8138307	
GABRB2		1.7931784	
ABCC3		1.7817812	
LIPG		1.7475985	
TNFRSF12A		1.7327863	
MMP7		1.7115009	
HLA-DQA2		1.6876333	
RSPO1		1.665434	
KCNIP4-IT1		1.646319	
WNT2B		1.634596	
POPDC3		1.6301361	
LBP		1.6020789	
MYEOV		1.6005185	
BTC		1.5794452	
SFRP4		1.5553145	
MARCO		1.5505618	
SULT1A2		1.5283412	
ANKRD30A		1.5081466	
INMT		1.5079739	
FCGBP		1.4726337	
SCARF2		1.4544921	
SYCP1		1.4379079	
TNMD		1.4321263	
FAM225A		1.4232012	
TNC		1.4211589	
SLC7A4		1.4118241	
CYP19A1		1.4083828	
CSN1S1		1.4040053	
FAT2		1.4039953	
PTGDS		1.3834351	
SHCBP1		1.3794625	
FOSB		1.3730046	
EGFL6		1.3681593	
NGFR		1.350321	
NMRAL2P		1.3395367	
NALCN		1.3345767	
TGM1		1.3323239	
P2RX6		1.3216903	
TFCP2L1		1.2890751	
ALDH1A3		1.2823427	
H3C2		1.2821801	
MSC		1.2768615	
SNCG		1.2705321	
ESRRG		1.2517774	
NPR3		1.2483687	
E2F1		1.2427326	
GFRA2		1.2419944	
SCNN1A		1.2405063	
MALL		1.2391543	
AKR1B15		1.2247537	
CCDC162P		1.2186434	
APLN		1.2003337	
STC1		1.1986715	
FOS		1.1917908	
SERPINE1		1.1915141	
TNK1		1.1878022	
SPATA18		1.1739353	
CLECL1P		1.1720222	
L1TD1		1.1700788	
FGF1		1.1644869	
CCN5		1.1597428	
CES1P1		1.1578826	
FRZB		1.1556153	
CLEC4GP1		1.1542231	
PLAC9		1.149198	
KCND2		1.1480085	
ANKDD1A		1.1388958	
IGSF21		1.1351689	
SFRP2		1.1342795	
IL20RB		1.1338693	
GRIN2B		1.1326464	
NPY1R		1.132611	
FSTL3		1.1266966	
B3GNT7		1.119468	
DBNDD1		1.1174338	
PLS1		1.1170493	
SCARA3		1.1090873	
LGI1		1.105924	
EPHA7		1.1052682	
IGLL5		1.1038781	
PALLD		1.0942584	
CLDN1		1.0924568	
SLC35G1		1.0915937	
TGM5		1.089622	
SLCO2B1		1.0803928	
FLNC		1.0760435	
C3AR1		1.0749753	
FPR3		1.0676869	
VGLL3		1.0666623	
HS3ST2		1.0662316	
ADGRG4		1.066114	
JPH2		1.0651925	
BHMT		1.0624545	
IGFN1		1.0603292	
GASK1B		1.0578543	
C1QB		1.0577388	
MYH2		1.0563558	
SOWAHA		1.0535024	
YPEL4		1.0528069	
LTBP2		1.0518302	
TRPM3		1.0494416	
JCHAIN		1.0431756	
HPD		1.0411468	
TAGLN		1.0396389	
TSHR		1.0393074	
CDCP1		1.0331167	
CEP55		1.0318514	
LGI2		1.0313464	
FKBPL		1.0294013	
SORCS2		1.0257386	
GRB14		1.0242882	
FANK1		1.0209528	
DCC		1.020289	
KCNB1		1.0185763	
SYT15		1.0083148	
PMFBP1		1.0073037	
HTR7		1.0070897	
C1QTNF2		1.0046508	
FCGR2B		1.0012704	
